ID,Cena,Metraż,Pokoje,Lokalizacja,Ulica,Typ,Bez Pośredników,Opis,Link
3943146,598977,28.0,2,Kraków Płaszów,ul. Mierzeja Wiślana,Mieszkanie,Tak,"English Below

Adres: Kraków, ul. Mierzeja Wiślana 6

OFERTA nowego wykończonego mieszkania wraz z wyposażaniem w cenie:
• Bezpośrednio od właściciela, bez dodatkowy opłat i prowizji od zakupu
• Mieszkanie z księgą wieczystą, pełna własność
• Sprzedaż na fakturę VAT, co zwalnia z podatku PCC 2% od z...",https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mierzeja-wislana-2-pokojowe-f0m0p3
3955060,1187000,68.0,3,Kraków Krowodrza,ul. Józefitów,Mieszkanie,Tak,"3 pokoje 68m, ul. Józefitów (Krowodrza) bezpośrednio
Sprzedam mieszkanie 3-pokojowe przy ul. Józefitów w Krakowie. Jasne, ekspozycja południowa. Kamienica z 1921 roku, 1. piętro (brak windy). Lokalizacja blisko Placu Inwalidów (dojazd do kazdej części Krakowa), Parku Krakowskiego i Młynówki Królewsk...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-jozefitow-3-pokojowe-t3e5g8
3955104,915000,47.0,2,Kraków Kazimierz,ul. Bożego Ciała,Mieszkanie,Tak,"Sprzedam komfortowe mieszkanie w Krakowie w centrum dzielnicy Kazimierz przy ul. Bożego Ciała / Meiselsa. Idealne pod wynajem. Mieszkanie o pow. 47,7 m2 składa się z 2 pokoi, sypialnia umeblowana, duże łóżko, szafa, komoda,biurko -  pokój dzienny (28 m2) rozkładana 3 osobowa kanapa fotel, stół, 4 kr...",https://adresowo.pl/o/mieszkanie-krakow-kazimierz-ul-bozego-ciala-2-pokojowe-a1p0s8
3376096,754947,45.0,2,Kraków,ul. Kobierzyńska,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 45,22 m² w inwestycji Apartamenty CASA SOLE dewelopera Smart Apartments Sp.z o.o., na 1 piętrze w budynku 193E pod adresem ul. Kobierzyńska 193E, Kraków. Planowany termin oddania to III kwartał 2025 roku.

O inwestycji

Casa Sole to nowoczesna, przyjazna ar...",https://adresowo.pl/o/mieszkanie-krakow-ul-kobierzynska-2-pokojowe-a1r5e5
3954660,665000,45.0,3,Kraków Dębniki,ul. Słomiana,Mieszkanie,Nie,"| 
    3 niezależne pokoje / spółdzielcze własnościowe prawo do lokalu / 4.piętro / mieszkanie z potencjałem / dobra cena     
 
  

         Tylko u nas, mamy klucze.   
   Prezentowane mieszkanie o pow. 45,7 m   2    przy ul. Słomianej to propozycja dla osób, które szukają mieszkania do remontu, a...",https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-slomiana-3-pokojowe-a0o3g6
3954634,694000,47.0,3,Kraków Grzegórzki,ul. Bajeczna,Mieszkanie,Nie,"3 pokoje/ 47 m2/ Grzegórzki/ Dąbie / ul. Bajeczna

Oferta na wyłączność tylko w naszym biurze

Super lokalizacja !!!.
Agencja Nieruchomości Optima prezentuje mieszkanie 3 - pokojowe o pow. 46,93 m 2 w dzielnicy Grzegórzki przy ulicy Bajeczna przy Bulwarach Wiślanych.
Usytuowane jest na 4 piętrze w 4...",https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-bajeczna-3-pokojowe-j9t5p2
3955044,695000,61.0,3,Kraków Kurdwanów,ul. por. Halszki,Mieszkanie,Tak,"Mieszkanie dobrze skomunikowane z widokiem na park osiedlowy, w pobliżu szkoła i przedszkole - graniczące z parkiem Osobna jasna kuchnia, przy salonie duży balkon - loggia, osobna łazienka i wc (po remoncie) +materiał na remont łazienki, piwnica o pow. 4,3 m2. Ciepła woda i ogrzewanie z MPEC, czynsz...",https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-por-halszki-3-pokojowe-p8x2l2
3952830,1400000,60.0,3,Kraków Prądnik Biały,ul. Józefa Wybickiego,Mieszkanie,Tak,"Cena obejmuje mieszkanie, dwa miejsca parkingowe w parkingu podziemnym oraz dużą komurkę.
Czynsz: 300 PLN + media

Mieszkanie wykończone w standardzie ""dla siebie""  (ponad standard deweloperski) w październiku 2025, z myślą o rodzinie.

Wnętrze i Materiały
- Blaty: Kuchenne blat i fartuch oraz łazie...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-jozefa-wybickiego-3-pokojowe-q0y0l4
3376094,868623,59.0,3,Kraków,ul. Kobierzyńska,Mieszkanie,Tak,"Nowe mieszkanie 3-pokojowe o powierzchni 59,09 m² w inwestycji Apartamenty CASA SOLE dewelopera Smart Apartments Sp.z o.o., na 1 piętrze w budynku 193E pod adresem ul. Kobierzyńska 193E, Kraków. Planowany termin oddania to III kwartał 2025 roku.

O inwestycji

Casa Sole to nowoczesna, przyjazna ar...",https://adresowo.pl/o/mieszkanie-krakow-ul-kobierzynska-3-pokojowe-w4e3o4
3954416,835000,61.0,3,Kraków,ul. Mariana Domagały,Mieszkanie,Nie,"Proponujemy  Państwu przestronne, nowoczesne mieszkanie położone w Krakowie /Złocieniu. 
Mieszkanie praktycznie nowe, budynek z 2021r. składa się z 2 sypialni,  salonu z klimatyzacją, oddzielnej i wyposażonej  kuchni, łazienki, przedpokoju, 2 balkonów , oraz 2 miejsc parkingowych ( 1 w garażu, drugi...",https://adresowo.pl/o/mieszkanie-krakow-ul-mariana-domagaly-3-pokojowe-z3f7i6
3954172,515000,46.0,2,Kraków Dębniki,ul. św. Jacka,Mieszkanie,Nie,"PRZYTULNE MIESZKANIE PRZY ZAKRZÓWKU DĘBNIKI
Do sprzedaży mieszkanie przy ulicy Świętego Jacka o powierzchni 46,85 m2. Mieszkanie znajduje się na niskim parterze, jest jasne i funkcjonalne, składa się z dwóch sypialni, osobnej kuchni oraz łazienki.  
UKŁAD MIESZKANIA 
- pokój: 18,32 m2
- pokój 9,86 m...",https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-sw-jacka-2-pokojowe-b2e7d0
3954538,500000,36.0,1,Kraków Dębniki,ul. bpa Albina Małysiaka,Mieszkanie,Tak,"Sprzedam mieszkanie 1 pokojowe 36 m kw, nowocześnie umeblowane, ladna okolica, własnościowe, ksiega wieczysta, bezpośrednio od wlasciciela. Proszę dzwonić na telefon 606208056, po godzinie 16.00 ze względu na pracę.",https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-bpa-albina-malysiaka-1-pokoj-x4i0s8
3954252,590000,45.0,2,Kraków Wzgórza Krzesławickie,ul. Jarzębiny,Mieszkanie,Tak,"Powierzchnia użytkowa 45,46 m2 plus balkon i duża piwnica. W skład powierzchni użytkowej wchodzi: przedpokój, 2 pokoje, łazienka z małym oknem, jasna kuchnia.
Mieszkanie po generalnym remoncie wykonanym dwa lata temu. W mieszkaniu zostało wymienione wszystko: np. okna na plastikowe, podłoga na panel...",https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-ul-jarzebiny-2-pokojowe-u5b5v5
3533552,,36.0,2,Kraków Bieżanów,ul. Henryka i Karola Czeczów,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 36,78 m² w inwestycji Słoneczne Miasteczko dewelopera DEVELIA, na 4 piętrze pod adresem ul. Henryka i Karola Czeczów, Kraków Bieżanów. Planowany termin oddania to I kwartał 2026 roku.

Inwestycja to niska, 4-piętrowa zabudowa, otoczona zielenią w spokojnej ok...",https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-2-pokojowe-r1i0e0
3954154,570000,35.0,1,Kraków Prądnik Czerwony,ul. ks. Józefa Meiera,Mieszkanie,Nie,"| 
 1-pokojowe mieszkanie z balkonem i komórką lokatorską 

 ul. ks. Józefa Meiera | Górka Narodowa / Prądnik Czerwony 

 Na sprzedaż jasne i funkcjonalne mieszkanie o powierzchni  35,54 m²  (37,32 m² wraz z komórką lokatorską), położone na  2. piętrze kameralnego, 2-piętrowego budynku z 2002 roku  ...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-ks-jozefa-meiera-1-pokoj-s4g5h2
3954126,516000,43.0,2,Kraków Swoszowice,ul. Macieja Dębskiego,Mieszkanie,Nie,"| 
  2 POKOJE Z OGRÓDKIEM, UL. DĘBSKIEGO - OPATKOWIECE   
 
  
Do sprzedaży mieszkanie 2 pokojowe o pow.  43,3m2  z ogródkiem na ul. Dębskiego. Nieruchomość zlokalizowana w zacisznej, zielonej części Opatkowic.  
 
- Osiedle przyjazne dla rodzin z dziećmi z własnym placem zabaw 
- W okolicy liczne s...",https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-macieja-debskiego-2-pokojowe-r4z8k9
3954006,699000,45.0,3,Kraków Podgórze Duchackie,ul. Adama Bochenka,Mieszkanie,Tak,"Na sprzedaż 3-pokojowe mieszkanie – 45,39 m², 10. piętro, umeblowane
Oferujemy komfortowe, w pełni umeblowane mieszkanie o powierzchni 45,39 m², położone na 10 piętrze w 11-piętrowym budynku z 2019 roku.
Mieszkanie składa się z:
•	salonu z aneksem kuchennym i wyjściem na loggię,
•	sypialni z dużą sz...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-adama-bochenka-3-pokojowe-o5c0f2
3953844,13500000,253.0,5,Kraków Stare Miasto,ul. Koletek,Mieszkanie,Tak,"Ekskluzywny apartament w Krakowie, który zachwyca nie tylko swoim wyjątkowym położeniem tuż obok słynnego Zamku Wawelskiego, ale także luksusowym wykończeniem i przemyślanym designem. Zlokalizowany na ulicy Koletek, w historycznej kamienicy Angel Wawel, ten apartament przekracza granice zwykłego mie...",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-koletek-5-pokojowe-j0x8s5
3639420,,48.0,2,Kraków Krowodrza,ul. Żabiniec,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 48,31 m² w inwestycji Żabiniec Vita dewelopera DEVELIA, na 1 piętrze w budynku 56 pod adresem ul. Żabiniec 56, Kraków Krowodrza. Planowany termin oddania to III kwartał 2026 roku.

Żabiniec Vita to kameralny, jednoetapowy projekt zlokalizowany w dzielnicy Kro...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-2-pokojowe-z2p5y8
3954014,650000,52.0,3,Kraków Czyżyny,os. Dywizjonu 303,Mieszkanie,Nie,"| 
 
  Słoneczne 3-pokojowe mieszkanie z balkonem  

 Czyżyny - Osiedle Dywizjonu 303 

 Na sprzedaż funkcjonalne i jasne mieszkanie o powierzchni  52,3 m²  (55,5 m² z piwnicą), położone na 2. piętrze w zadbanym, ocieplonym, 10-piętrowym budynku z lat 80. na  Osiedle Dywizjonu 303  w dzielnicy  Czyż...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-os-dywizjonu-303-3-pokojowe-w5h5l2
3952470,812000,58.0,3,Kraków Podgórze Duchackie,ul. Dobczycka,Mieszkanie,Nie,"| 
 Do sprzedaży mieszkanie 3-pokojowe w dzielnicy Podgórze - Wola Duchacka o łącznej powierzchni 58,82 m2 z ogromnym tarasem na wysokim parterze w bloku 4-piętrowym z miejscami postojowymi ogólnodostępnymi pod blokiem. 
 
 Układ i powierzchnia:  
- 3 pokoje (2 sypialnie + salon z kuchnią); 
- duży ...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-dobczycka-3-pokojowe-k3b0i1
3953734,600000,50.0,2,Kraków Prądnik Biały,ul. abp. Zygmunta Szczęsnego Felińskiego,Mieszkanie,Tak,"2-pokojowe mieszkanie o powierzchni 50 m² jest gotowe do zamieszkania. Posiada balkon i oddzielną kuchnię.

Większy pokój o powierzchni około 16 metrów, mniejszy 10 metrów. Dwa lata temu w większym pokoju zostały wymienione panele. Zostały również wymienione drzwi wewnętrzne.

Mieszkanie znajduje si...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-abp-zygmunta-szczesnego-felinskiego-2-pokojowe-h8a5d7
3953128,1420000,75.0,3,Kraków Grzegórzki,ul. Przewóz,Mieszkanie,Tak,"Oferuję na sprzedaż przestronne mieszkanie o powierzchni 75 m².
Znajdziesz tu trzy pokoje, jasną kuchnię oraz nowoczesną łazienkę.
Mieszkanie jest umeblowane, gotowe do zamieszkania.
Zastosowano wysokiej jakości materiały wykończeniowe. Kuchnia z wyspą z firmy Maxfliz.
Mieszkanie jest zamieszkałe 2 ...",https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-przewoz-3-pokojowe-u4e9b1
3532672,,36.0,2,Kraków Czyżyny,ul. Romana Ciesielskiego,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 36,87 m² w inwestycji Centralna Vita dewelopera DEVELIA, na 4 piętrze pod adresem ul. Romana Ciesielskiego, Kraków Czyżyny. Planowany termin oddania to IV kwartał 2025 roku.

Oferta

Inwestycja realizowana jest etapami i obejmuje nowoczesne, wielorodzinne b...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-2-pokojowe-y5r4m2
3952408,695000,47.0,3,Kraków Podgórze,ul. Jana Sas-Zubrzyckiego,Mieszkanie,Nie,"3 pok./47 m2 /Podgórze - Kurdwanów/ul. Sas- Zubrzyckiego.

Agencja nieruchomości Optima prezentuje mieszkanie 3 pok. o pow. 46,55 m 2 w dzielnicy Podgórze przy ulicy Sas- Zubrzyckiego. 
Usytuowane jest na 7 piętrze w 10 piętrowym bloku z windą z połowy lat 80-tych

Mieszkanie składa się z: pokoju dz...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-jana-sas-zubrzyckiego-3-pokojowe-u9b6g9
3950724,665000,40.0,2,Kraków Łagiewniki-Borek Fałęcki,ul. Do Wilgi,Mieszkanie,Nie,"KAMERALNA ZABUDOWA OBOK PARKU, MIESZKANIE Z TARASEM I OGRÓDKIEM, MIEJSCEM GARAŻOWYM 
mieszkanie 2 pokojowe na parterze kameralnego budynku 2 piętrowego
teren ogrodzony, bezpieczny, dużo zieleni Oferta na wyłączność, dostępna tylko w naszym biurze
 OPIS MIESZKANIA 
powierzchnia 40,2 m2
parter budynku...",https://adresowo.pl/o/mieszkanie-krakow-lagiewniki-borek-falecki-ul-do-wilgi-2-pokojowe-z0w5g9
3953072,1199000,49.0,2,Kraków Krowodrza,ul. Jana Buszka,Mieszkanie,Tak,"SPRZEDAŻ BEZPOŚREDNIA. DZIĘKUJE ZA ZROZUMIENIE - NIE JESTEM ZAINTERESOWANY WSPÓŁPRACĄ Z AGENCJAMI NIERUCHOMOŚCI.

Doparacowany apartament w butikowej inwestycji Garden Lane z loggią, garderobą i concierge 24h.
Gotowy do zamieszkania od zaraz - bez żadnych nakładów finansowych.

Na sprzedaż wyjątkowe...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-jana-buszka-2-pokojowe-a8y2e4
3952984,1889000,92.0,3,Kraków Podgórze,ul. Stanisława Smolki,Mieszkanie,Tak,"Na sprzedaż mieszkanie bezpośrednio od właścicieli, po generalnym remoncie w 2025 roku.

Powierzchnia użytkowa 92,6 m2 z tarasem o orientacji południowo-zachodniej z ekspozycją na tereny zielone, piwnica o powierzchni około 20 m2 i procentowy udział w poddaszu kamienicy.

Część dzienna klimatyzowana...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-stanislawa-smolki-3-pokojowe-x6e2f3
3533182,,44.0,2,Kraków Płaszów,ul. Myśliwska,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 44,36 m² w inwestycji City Vibe dewelopera DEVELIA, na 2 piętrze w budynku 68 pod adresem ul. Myśliwska 68, Kraków Płaszów. Planowany termin oddania to I kwartał 2025 roku.

Lokalizacja

City Vibe to funkcjonalna, wieloetapowa inwestycja dla osób, które poz...",https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mysliwska-2-pokojowe-y9t3e3
3950636,1270000,47.0,2,Kraków Grzegórzki,ul. Masarska,Mieszkanie,Nie,"| 
    Nowe budownictwo | Balkon | Garderoba | Świetna lokalizacja   
 
Nieruchomości Bracia Sadurscy  mają przyjemność zaprezentować nowoczesne, 2-pokojowe mieszkanie w samym sercu Kraków - Grzegórzki. 

 Lokal o powierzchni 47,2 m² usytuowany jest na drugim piętrze czteropiętrowego apartamentowca ...",https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-masarska-2-pokojowe-y9w8n9
3950582,770000,48.0,3,Kraków Bieńczyce,ul. gen. Leopolda Okulickiego,Mieszkanie,Nie,"| 
  3 pokoje z balkonem,  ul. Gen. L. Okulickiego - Bieńczyce   

  
Do sprzedażny 3 pokojowe mieszkanie z balkonem (ekspozycja płd-zach) o pow.  48,48 m2  zlokalizowane na 5 piętrze w bloku z windą. Do mieszkania przynależy duże miejsce postojowe w garażu podziemnym  (3m x 5,75m) , z dodatkową pow...",https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-gen-leopolda-okulickiego-3-pokojowe-c5k7q0
3952912,489000,27.0,2,Kraków Bronowice,ul. Armii Krajowej,Mieszkanie,Tak,"Szukasz komfortowego mieszkania?

Mieszkanie na sprzedaż ma 27 m² i znajduje się na 4. piętrze bloku z 1970 roku.
Jest w pełni wyposażone: pralka, lodówka, kuchenka i piekarnik.
Posiada oddzielną kuchnię i piwnicę, co zwiększa funkcjonalność.
Dwa pokoje: salon plus sypialnia. Bardzo duża powierzchni...",https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-armii-krajowej-2-pokojowe-h6h3n9
3952068,1189000,58.0,3,Kraków Wola Justowska,ul. Walerego Sławka,Mieszkanie,Tak,"3 pokoje | Lokum | ul. Walerego Sławka | gotowe do zamieszkania

Na sprzedaż w pełni wykończone mieszkanie w inwestycji Lokum przy ul. Walerego Sławka.
Nowe budownictwo, wysoki standard części wspólnych, winda.
Mieszkanie jest gotowe do wejścia - bez czekania, bez remontu, bez niespodzianek.

Co jes...",https://adresowo.pl/o/mieszkanie-krakow-wola-justowska-ul-walerego-slawka-3-pokojowe-p3v2n8
3617264,,55.0,3,Kraków Płaszów,ul. Myśliwska,Mieszkanie,Tak,"Nowe mieszkanie 3-pokojowe o powierzchni 55,04 m² w inwestycji City Vibe dewelopera DEVELIA, na 2 piętrze w budynku 68 pod adresem ul. Myśliwska 68, Kraków Płaszów. Planowany termin oddania to IV kwartał 2026 roku.

Lokalizacja

City Vibe to funkcjonalna, wieloetapowa inwestycja dla osób, które po...",https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mysliwska-3-pokojowe-f0j5n3
3950544,648000,41.0,2,Kraków Ruczaj,ul. Raciborska,Mieszkanie,Nie,"Ruczaj - ul. Raciborska 41m2 / 2 pokoje / 2018 ROK / DO WEJŚCIA
WE SPEAK ENGLISH
DO WEJŚCIA !
Mamy przyjemność zaprezentować Państwu 2 pokojowe mieszkanie o powierzchni 41 m2 zlokalizowane w Krakowie przy ul. Raciborskiej. Nieruchomość znajduje się na parterze 3 piętrowego budynku z 2018 roku.

SKŁA...",https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-raciborska-2-pokojowe-e7c4l1
3949958,630000,38.0,2,Kraków Podgórze Duchackie,ul. Sebastiana Klonowica,Mieszkanie,Nie,"| 
   Świetnie mieszkanie 2-pokojowe w Podgórzu Duchackim z ogrzewaniem MPEC.   
 
Genialna lokalizacja, ""miasto w mieście"", bezpośrednio bliskość Bonarka City Center - to zakupy, kino, siłownia oraz liczne restauracje i kawiarnie w zasięgu kilku minut, szybki dojazd do centrum i obwodnicy. To ogrom...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-sebastiana-klonowica-2-pokojowe-i0e8h8
3951064,670000,45.0,2,Kraków,Dąbie,Mieszkanie,Tak,"Mieszkanie własnościowe spółdzielcze, 45 m2 + piwnica. 4 piętro w bloku 4-piętrowym. Blok z lat 70., ocieplony, zadbany. Mieszkanie składa się z dwóch oddzielnych pokoi, ładnej, dużej, jasnej kuchni, łazienki, przedpokoju, dużego balkonu. Ulica Widok, osiedle Dąbie. Wszędzie blisko, bardzo dobra kom...",https://adresowo.pl/o/mieszkanie-krakow-dabie-2-pokojowe-45-m2-h3o0f9
3639424,,60.0,3,Kraków Krowodrza,ul. Żabiniec,Mieszkanie,Tak,"Nowe mieszkanie 3-pokojowe o powierzchni 60,55 m² w inwestycji Żabiniec Vita dewelopera DEVELIA, na 1 piętrze w budynku 56 pod adresem ul. Żabiniec 56, Kraków Krowodrza. Planowany termin oddania to III kwartał 2026 roku.

Żabiniec Vita to kameralny, jednoetapowy projekt zlokalizowany w dzielnicy Kro...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-3-pokojowe-f4w7r8
3949834,850000,71.0,3,Kraków Prokocim,ul. Mała Góra,Mieszkanie,Nie,"ZADZWOŃ -->ZOBACZ-->ZAPROPONUJ CENĘ-->MY ZAJMIEMY SIĘ RESZTĄ!!!

OFERTA NA WYŁĄCZNOŚĆ!

Biuro Nieruchomości WW DOM proponuje do sprzedaży:

Kraków, Dzielnica Bieżanów-Prokocim, ul. Mała Góra

Mieszkanie 3-pokojowe o powierzchni 71m2 położone na siódmym piętrze dziesięciopiętrowego budynku w...",https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-mala-gora-3-pokojowe-g4s7s6
3949548,665000,49.0,3,Kraków Dębniki,ul. Spacerowa,Mieszkanie,Nie,"Ostatnil  WOLNY w tym etapie parter. Apartament nr 1/1 | parter   narożny   z ogrodem / prawa strona /  

 Ceny mieszkań na parterze różnią się w zależności od wielkości ogródka oraz ekspozycji. 

 Na sprzedaż nowoczesny apartament z prywatnym ogrodem, położony w kameralnej inwestycji przy ul. Space...",https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-spacerowa-3-pokojowe-g1i8w5
3952830,1400000,60.0,3,Kraków Prądnik Biały,ul. Józefa Wybickiego,Mieszkanie,Tak,"Cena obejmuje mieszkanie, dwa miejsca parkingowe w parkingu podziemnym oraz dużą komurkę.
Czynsz: 300 PLN + media

Mieszkanie wykończone w standardzie ""dla siebie""  (ponad standard deweloperski) w październiku 2025, z myślą o rodzinie.

Wnętrze i Materiały
- Blaty: Kuchenne blat i fartuch oraz łazie...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-jozefa-wybickiego-3-pokojowe-q0y0l4
3950532,845000,66.0,3,Kraków Nowa Huta,os. Bohaterów Września,Mieszkanie,Tak,"Szukasz komfortowego mieszkania dla Rodziny, jako inwestycję pod wynajem..... Z dobrym klimatem i bez prowizji?

Dzień dobry.

Przedstawiam Państwu szczególną ofertę sprzedaży.

Fajne 3 pokojowe mieszkanie na 1 piętrze w 4 piętrowym bloku. Doskonała lokalizacja.

2 minuty do szerokiej komunikacji, t...",https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-bohaterow-wrzesnia-3-pokojowe-h4l7f8
3950246,1270000,64.0,3,Kraków Podgórze,ul. Parkowa,Mieszkanie,Tak,"Sprzedam komfortowe mieszkanie w Starym Podgórzu.
Położone bezpośrednio przy terenie KS Korona, niedaleko Parku Bednarskiego.

- Powierzchnia 64,7 m2, wysoki parter (ok 3 m nad poziomem gruntu)
- 3 pokoje z aneksem kuchennym, łazienka, dodatkowa toaleta
- Balkon 3,2x3 m (wyremontowany w 2025 roku)
-...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-parkowa-3-pokojowe-v0o1y7
3533546,,56.0,3,Kraków Bieżanów,ul. Henryka i Karola Czeczów,Mieszkanie,Tak,"Nowe mieszkanie 3-pokojowe o powierzchni 56,27 m² w inwestycji Słoneczne Miasteczko dewelopera DEVELIA, na 4 piętrze pod adresem ul. Henryka i Karola Czeczów, Kraków Bieżanów. Planowany termin oddania to I kwartał 2026 roku.

Inwestycja to niska, 4-piętrowa zabudowa, otoczona zielenią w spokojnej ok...",https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-3-pokojowe-o9g9z9
3949534,1318320,54.0,3,Kraków Krowodrza,ul. św. Teresy,Mieszkanie,Nie,"Unikalne mieszkania na sprzedaż w sercu Krakowa już są do sprzedania! 
 
 M.18 - 54,93m2 - 4 piętro- 2 poziomowe mieszkanie: salon z aneksem kuchennym, sypialnia 2x, łazienka, przedpokój.   
. 
 Na sprzedaż: mieszkanie w prestiżowej lokalizacji Krakowa  

 Prezentujemy wyjątkową nieruchomość w jedne...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-sw-teresy-3-pokojowe-o1c7r1
3949520,375000,27.0,1,Kraków Wzgórza Krzesławickie,os. Na Stoku,Mieszkanie,Nie,"| 
 
    Mieszkanie na sprzedaż - zielona okolica, piękny widok, dobra komunikacja    

   Na sprzedaż oferuję przytulne mieszkanie o powierzchni   27,1 m²  , położone na   4. piętrze   w kameralnym bloku z 1963 roku. To idealna propozycja dla osób aktywnych, które lubią codzienną dawkę ruchu —  bra...",https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku-1-pokoj-c0z8p5
3949836,659000,39.0,2,Kraków Czyżyny,os. Osiedle Avia,Mieszkanie,Tak,"Mieszkanie 2-pokojowe | 39,4 m² | Osiedle Avia | Czyżyny | miejsce w garażu | 2017 r.

Na sprzedaż posiadam mieszkanie o powierzchni 39,37 m², zlokalizowane na 3. piętrze 7-piętrowego budynku z windą (rok budowy 2017), Osiedle Avia 4, dzielnica Czyżyny, Kraków.

Powierzchnia użytkowa: 39,37 m², w ty...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-os-osiedle-avia-2-pokojowe-j0a4c4
3949040,1530000,76.0,2,Kraków Krowodrza,ul. Kornela Ujejskiego,Mieszkanie,Tak,"Wyjątkowo klimatyczne mieszkanie w świetnej lokalizacji. 2 duże pokoje,2 przedpokoje, kuchnia z balkonem, łazienka, WC. Do mieszkania przynależna piwnica 4,40m.
Ogrzewanie elektryczne (wkłady w piecach kaflowych).",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-kornela-ujejskiego-2-pokojowe-t9n8n0
3532792,,58.0,3,Kraków Czyżyny,ul. Romana Ciesielskiego,Mieszkanie,Tak,"Nowe mieszkanie 3-pokojowe o powierzchni 58,10 m² w inwestycji Centralna Vita dewelopera DEVELIA, na 6 piętrze pod adresem ul. Romana Ciesielskiego, Kraków Czyżyny. Planowany termin oddania to IV kwartał 2025 roku.

Oferta

Inwestycja realizowana jest etapami i obejmuje nowoczesne, wielorodzinne b...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-3-pokojowe-u7p0q9
3949514,998640,41.0,2,Kraków Krowodrza,ul. św. Teresy,Mieszkanie,Nie,"Unikalne mieszkania na sprzedaż w sercu Krakowa już są do sprzedania! 
 
 M.7 - 41,61m2 - 2 piętro- salon z aneksem kuchennym, sypialnia, łazienka, przedpokój.     

 Na sprzedaż atrakcyjne mieszkanie położone - w jednej z najbardziej pożądanych lokalizacji Krakowa, łączącej ścisłe centrum miasta z ...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-sw-teresy-2-pokojowe-b3h8k7
3949474,698000,54.0,3,Kraków Wzgórza Krzesławickie,os. Na Stoku,Mieszkanie,Nie,"Na sprzedaż trzypokojowe mieszkanie na Osiedlu Na Stoku w dzielnicy Wzgórza Krzesławickie. Lokal znajduje się na 3. piętrze w czteropiętrowym budynku, w spokojnej i zielonej okolicy. Funkcjonalny rozkład pokoi oraz osobna kuchnia sprawiają, że mieszkanie nadaje się zarówno dla rodziny, jak i pod wyn...",https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku-3-pokojowe-d5s4l7
